Namespace(conv_layers=3, device=0, dropout=0.0, epochs=100, hidden_dim=256, log_steps=1, lr=0.001, method='deeper', mlp_layers=2, runs=10, subset='computer_science')
Run: 01, Epoch: 01, Loss: 0.0344, lr: 0.001000, Train: -0.0309, Valid: -0.0703, Test: 0.1386
Run: 01, Epoch: 02, Loss: 0.0246, lr: 0.001000, Train: 0.1768, Valid: 0.1309, Test: 0.2419
Run: 01, Epoch: 03, Loss: 0.0075, lr: 0.001000, Train: 0.4215, Valid: 0.5105, Test: 0.3709
Run: 01, Epoch: 04, Loss: 0.0055, lr: 0.001000, Train: 0.4547, Valid: 0.5625, Test: 0.4061
Run: 01, Epoch: 05, Loss: 0.0042, lr: 0.001000, Train: 0.5063, Valid: 0.5789, Test: 0.4561
Run: 01, Epoch: 06, Loss: 0.0033, lr: 0.001000, Train: 0.5439, Valid: 0.5452, Test: 0.5150
Run: 01, Epoch: 07, Loss: 0.0028, lr: 0.001000, Train: 0.7020, Valid: 0.7035, Test: 0.6666
Run: 01, Epoch: 08, Loss: 0.0025, lr: 0.001000, Train: 0.8271, Valid: 0.8487, Test: 0.7994
Run: 01, Epoch: 09, Loss: 0.0020, lr: 0.001000, Train: 0.8330, Valid: 0.8497, Test: 0.8344
Run: 01, Epoch: 10, Loss: 0.0022, lr: 0.001000, Train: 0.8278, Valid: 0.8336, Test: 0.8239
Run: 01, Epoch: 11, Loss: 0.0019, lr: 0.001000, Train: 0.8287, Valid: 0.8162, Test: 0.8114
Run: 01, Epoch: 12, Loss: 0.0016, lr: 0.001000, Train: 0.8268, Valid: 0.7879, Test: 0.8124
Run: 01, Epoch: 13, Loss: 0.0017, lr: 0.001000, Train: 0.8409, Valid: 0.8001, Test: 0.8285
Run: 01, Epoch: 14, Loss: 0.0015, lr: 0.001000, Train: 0.8429, Valid: 0.8136, Test: 0.8363
Run: 01, Epoch: 15, Loss: 0.0013, lr: 0.001000, Train: 0.8170, Valid: 0.7939, Test: 0.8204
Run: 01, Epoch: 16, Loss: 0.0013, lr: 0.000700, Train: 0.8101, Valid: 0.7864, Test: 0.8117
Run: 01, Epoch: 17, Loss: 0.0012, lr: 0.000700, Train: 0.8103, Valid: 0.7813, Test: 0.8081
Run: 01, Epoch: 18, Loss: 0.0011, lr: 0.000700, Train: 0.8181, Valid: 0.7786, Test: 0.8158
Run: 01, Epoch: 19, Loss: 0.0011, lr: 0.000700, Train: 0.8381, Valid: 0.7891, Test: 0.8342
Run: 01, Epoch: 20, Loss: 0.0011, lr: 0.000700, Train: 0.8683, Valid: 0.8200, Test: 0.8558
Run: 01, Epoch: 21, Loss: 0.0010, lr: 0.000700, Train: 0.8916, Valid: 0.8474, Test: 0.8714
Run: 01, Epoch: 22, Loss: 0.0009, lr: 0.000490, Train: 0.9032, Valid: 0.8595, Test: 0.8812
Run: 01, Epoch: 23, Loss: 0.0009, lr: 0.000490, Train: 0.9084, Valid: 0.8625, Test: 0.8838
Run: 01, Epoch: 24, Loss: 0.0008, lr: 0.000490, Train: 0.9125, Valid: 0.8642, Test: 0.8845
Run: 01, Epoch: 25, Loss: 0.0008, lr: 0.000490, Train: 0.9178, Valid: 0.8676, Test: 0.8876
Run: 01, Epoch: 26, Loss: 0.0008, lr: 0.000490, Train: 0.9259, Valid: 0.8755, Test: 0.8936
Run: 01, Epoch: 27, Loss: 0.0007, lr: 0.000490, Train: 0.9368, Valid: 0.8886, Test: 0.9014
Run: 01, Epoch: 28, Loss: 0.0007, lr: 0.000490, Train: 0.9482, Valid: 0.9050, Test: 0.9093
Run: 01, Epoch: 29, Loss: 0.0007, lr: 0.000490, Train: 0.9571, Valid: 0.9194, Test: 0.9155
Run: 01, Epoch: 30, Loss: 0.0007, lr: 0.000490, Train: 0.9622, Valid: 0.9283, Test: 0.9196
Run: 01, Epoch: 31, Loss: 0.0006, lr: 0.000490, Train: 0.9650, Valid: 0.9317, Test: 0.9222
Run: 01, Epoch: 32, Loss: 0.0006, lr: 0.000490, Train: 0.9671, Valid: 0.9319, Test: 0.9237
Run: 01, Epoch: 33, Loss: 0.0006, lr: 0.000490, Train: 0.9694, Valid: 0.9313, Test: 0.9252
Run: 01, Epoch: 34, Loss: 0.0006, lr: 0.000490, Train: 0.9722, Valid: 0.9319, Test: 0.9273
Run: 01, Epoch: 35, Loss: 0.0006, lr: 0.000490, Train: 0.9757, Valid: 0.9343, Test: 0.9293
Run: 01, Epoch: 36, Loss: 0.0005, lr: 0.000490, Train: 0.9785, Valid: 0.9372, Test: 0.9305
Run: 01, Epoch: 37, Loss: 0.0005, lr: 0.000490, Train: 0.9801, Valid: 0.9384, Test: 0.9309
Run: 01, Epoch: 38, Loss: 0.0005, lr: 0.000490, Train: 0.9810, Valid: 0.9379, Test: 0.9309
Run: 01, Epoch: 39, Loss: 0.0005, lr: 0.000490, Train: 0.9816, Valid: 0.9366, Test: 0.9309
Run: 01, Epoch: 40, Loss: 0.0005, lr: 0.000490, Train: 0.9819, Valid: 0.9357, Test: 0.9310
Run: 01, Epoch: 41, Loss: 0.0005, lr: 0.000490, Train: 0.9828, Valid: 0.9371, Test: 0.9315
Run: 01, Epoch: 42, Loss: 0.0004, lr: 0.000490, Train: 0.9843, Valid: 0.9407, Test: 0.9322
Run: 01, Epoch: 43, Loss: 0.0004, lr: 0.000490, Train: 0.9855, Valid: 0.9444, Test: 0.9327
Run: 01, Epoch: 44, Loss: 0.0004, lr: 0.000490, Train: 0.9864, Valid: 0.9463, Test: 0.9328
Run: 01, Epoch: 45, Loss: 0.0004, lr: 0.000490, Train: 0.9870, Valid: 0.9461, Test: 0.9325
Run: 01, Epoch: 46, Loss: 0.0004, lr: 0.000490, Train: 0.9874, Valid: 0.9443, Test: 0.9321
Run: 01, Epoch: 47, Loss: 0.0004, lr: 0.000490, Train: 0.9877, Valid: 0.9428, Test: 0.9316
Run: 01, Epoch: 48, Loss: 0.0004, lr: 0.000490, Train: 0.9883, Valid: 0.9426, Test: 0.9314
Run: 01, Epoch: 49, Loss: 0.0004, lr: 0.000490, Train: 0.9889, Valid: 0.9435, Test: 0.9314
