Namespace(conv_layers=3, device=0, dropout=0.0, epochs=100, hidden_dim=256, log_steps=1, lr=0.001, method='deeper', mlp_layers=2, runs=10, subset='mathematics')
Run: 01, Epoch: 01, Loss: 0.0421, lr: 0.001000, Train: 0.3257, Valid: 0.2028, Test: 0.1273
Run: 01, Epoch: 02, Loss: 0.0160, lr: 0.001000, Train: 0.2517, Valid: 0.1659, Test: 0.0187
Run: 01, Epoch: 03, Loss: 0.0098, lr: 0.001000, Train: 0.4706, Valid: 0.4434, Test: 0.2556
Run: 01, Epoch: 04, Loss: 0.0054, lr: 0.001000, Train: 0.6956, Valid: 0.7046, Test: 0.4942
Run: 01, Epoch: 05, Loss: 0.0041, lr: 0.001000, Train: 0.7063, Valid: 0.7172, Test: 0.4710
Run: 01, Epoch: 06, Loss: 0.0031, lr: 0.001000, Train: 0.7692, Valid: 0.7718, Test: 0.5363
Run: 01, Epoch: 07, Loss: 0.0026, lr: 0.001000, Train: 0.8467, Valid: 0.8300, Test: 0.6643
Run: 01, Epoch: 08, Loss: 0.0018, lr: 0.001000, Train: 0.8396, Valid: 0.7960, Test: 0.7165
Run: 01, Epoch: 09, Loss: 0.0018, lr: 0.001000, Train: 0.8361, Valid: 0.7841, Test: 0.7352
Run: 01, Epoch: 10, Loss: 0.0015, lr: 0.001000, Train: 0.8484, Valid: 0.8070, Test: 0.7461
Run: 01, Epoch: 11, Loss: 0.0014, lr: 0.001000, Train: 0.8534, Valid: 0.8176, Test: 0.7492
Run: 01, Epoch: 12, Loss: 0.0014, lr: 0.001000, Train: 0.8426, Valid: 0.7930, Test: 0.7432
Run: 01, Epoch: 13, Loss: 0.0011, lr: 0.001000, Train: 0.8009, Valid: 0.7292, Test: 0.7038
Run: 01, Epoch: 14, Loss: 0.0010, lr: 0.000700, Train: 0.7819, Valid: 0.7008, Test: 0.6869
Run: 01, Epoch: 15, Loss: 0.0009, lr: 0.000700, Train: 0.7830, Valid: 0.7031, Test: 0.6891
Run: 01, Epoch: 16, Loss: 0.0009, lr: 0.000700, Train: 0.7993, Valid: 0.7280, Test: 0.7124
Run: 01, Epoch: 17, Loss: 0.0008, lr: 0.000700, Train: 0.8218, Valid: 0.7581, Test: 0.7488
Run: 01, Epoch: 18, Loss: 0.0008, lr: 0.000700, Train: 0.8411, Valid: 0.7759, Test: 0.7825
Run: 01, Epoch: 19, Loss: 0.0007, lr: 0.000700, Train: 0.8499, Valid: 0.7775, Test: 0.8016
Run: 01, Epoch: 20, Loss: 0.0007, lr: 0.000490, Train: 0.8565, Valid: 0.7787, Test: 0.8128
Run: 01, Epoch: 21, Loss: 0.0007, lr: 0.000490, Train: 0.8609, Valid: 0.7805, Test: 0.8183
Run: 01, Epoch: 22, Loss: 0.0006, lr: 0.000490, Train: 0.8667, Valid: 0.7867, Test: 0.8240
Run: 01, Epoch: 23, Loss: 0.0006, lr: 0.000490, Train: 0.8760, Valid: 0.7992, Test: 0.8330
Run: 01, Epoch: 24, Loss: 0.0006, lr: 0.000490, Train: 0.8885, Valid: 0.8178, Test: 0.8459
Run: 01, Epoch: 25, Loss: 0.0006, lr: 0.000490, Train: 0.9032, Valid: 0.8387, Test: 0.8610
Run: 01, Epoch: 26, Loss: 0.0005, lr: 0.000490, Train: 0.9165, Valid: 0.8573, Test: 0.8754
Run: 01, Epoch: 27, Loss: 0.0005, lr: 0.000490, Train: 0.9267, Valid: 0.8717, Test: 0.8868
Run: 01, Epoch: 28, Loss: 0.0005, lr: 0.000490, Train: 0.9333, Valid: 0.8803, Test: 0.8939
Run: 01, Epoch: 29, Loss: 0.0005, lr: 0.000490, Train: 0.9377, Valid: 0.8857, Test: 0.8978
Run: 01, Epoch: 30, Loss: 0.0004, lr: 0.000490, Train: 0.9414, Valid: 0.8905, Test: 0.9003
Run: 01, Epoch: 31, Loss: 0.0004, lr: 0.000490, Train: 0.9455, Valid: 0.8964, Test: 0.9036
Run: 01, Epoch: 32, Loss: 0.0004, lr: 0.000490, Train: 0.9511, Valid: 0.9048, Test: 0.9097
Run: 01, Epoch: 33, Loss: 0.0004, lr: 0.000490, Train: 0.9584, Valid: 0.9156, Test: 0.9192
Run: 01, Epoch: 34, Loss: 0.0004, lr: 0.000490, Train: 0.9663, Valid: 0.9268, Test: 0.9302
Run: 01, Epoch: 35, Loss: 0.0003, lr: 0.000490, Train: 0.9728, Valid: 0.9361, Test: 0.9403
Run: 01, Epoch: 36, Loss: 0.0003, lr: 0.000490, Train: 0.9773, Valid: 0.9425, Test: 0.9478
Run: 01, Epoch: 37, Loss: 0.0003, lr: 0.000490, Train: 0.9801, Valid: 0.9462, Test: 0.9519
Run: 01, Epoch: 38, Loss: 0.0003, lr: 0.000490, Train: 0.9814, Valid: 0.9477, Test: 0.9533
Run: 01, Epoch: 39, Loss: 0.0003, lr: 0.000490, Train: 0.9818, Valid: 0.9481, Test: 0.9533
Run: 01, Epoch: 40, Loss: 0.0003, lr: 0.000490, Train: 0.9822, Valid: 0.9484, Test: 0.9535
Run: 01, Epoch: 41, Loss: 0.0003, lr: 0.000490, Train: 0.9835, Valid: 0.9500, Test: 0.9551
Run: 01, Epoch: 42, Loss: 0.0003, lr: 0.000490, Train: 0.9855, Valid: 0.9530, Test: 0.9581
Run: 01, Epoch: 43, Loss: 0.0003, lr: 0.000490, Train: 0.9876, Valid: 0.9565, Test: 0.9615
Run: 01, Epoch: 44, Loss: 0.0002, lr: 0.000490, Train: 0.9893, Valid: 0.9595, Test: 0.9640
Run: 01, Epoch: 45, Loss: 0.0002, lr: 0.000490, Train: 0.9904, Valid: 0.9613, Test: 0.9654
Run: 01, Epoch: 46, Loss: 0.0002, lr: 0.000490, Train: 0.9909, Valid: 0.9619, Test: 0.9659
Run: 01, Epoch: 47, Loss: 0.0002, lr: 0.000490, Train: 0.9913, Valid: 0.9619, Test: 0.9661
Run: 01, Epoch: 48, Loss: 0.0002, lr: 0.000490, Train: 0.9917, Valid: 0.9620, Test: 0.9665
Run: 01, Epoch: 49, Loss: 0.0002, lr: 0.000490, Train: 0.9923, Valid: 0.9630, Test: 0.9672
Run: 01, Epoch: 50, Loss: 0.0002, lr: 0.000490, Train: 0.9930, Valid: 0.9645, Test: 0.9679
Run: 01, Epoch: 51, Loss: 0.0002, lr: 0.000490, Train: 0.9935, Valid: 0.9659, Test: 0.9679
Run: 01, Epoch: 52, Loss: 0.0002, lr: 0.000490, Train: 0.9938, Valid: 0.9666, Test: 0.9673
Run: 01, Epoch: 53, Loss: 0.0002, lr: 0.000490, Train: 0.9939, Valid: 0.9663, Test: 0.9663
Run: 01, Epoch: 54, Loss: 0.0002, lr: 0.000490, Train: 0.9939, Valid: 0.9657, Test: 0.9656
Run: 01, Epoch: 55, Loss: 0.0002, lr: 0.000490, Train: 0.9941, Valid: 0.9656, Test: 0.9655
Run: 01, Epoch: 56, Loss: 0.0002, lr: 0.000490, Train: 0.9945, Valid: 0.9663, Test: 0.9662
Run: 01, Epoch: 57, Loss: 0.0002, lr: 0.000490, Train: 0.9951, Valid: 0.9678, Test: 0.9671
Run: 01, Epoch: 58, Loss: 0.0001, lr: 0.000490, Train: 0.9955, Valid: 0.9693, Test: 0.9679
Run: 01, Epoch: 59, Loss: 0.0001, lr: 0.000490, Train: 0.9958, Valid: 0.9702, Test: 0.9682
Run: 01, Epoch: 60, Loss: 0.0001, lr: 0.000490, Train: 0.9960, Valid: 0.9703, Test: 0.9680
Run: 01, Epoch: 61, Loss: 0.0001, lr: 0.000490, Train: 0.9961, Valid: 0.9702, Test: 0.9674
Run: 01, Epoch: 62, Loss: 0.0001, lr: 0.000490, Train: 0.9962, Valid: 0.9704, Test: 0.9666
Run: 01, Epoch: 63, Loss: 0.0001, lr: 0.000490, Train: 0.9964, Valid: 0.9713, Test: 0.9659
Run: 01, Epoch: 64, Loss: 0.0001, lr: 0.000490, Train: 0.9966, Valid: 0.9723, Test: 0.9653
Run: 01, Epoch: 65, Loss: 0.0001, lr: 0.000490, Train: 0.9967, Valid: 0.9729, Test: 0.9647
Run: 01, Epoch: 66, Loss: 0.0001, lr: 0.000490, Train: 0.9968, Valid: 0.9729, Test: 0.9642
Run: 01, Epoch: 67, Loss: 0.0001, lr: 0.000490, Train: 0.9969, Valid: 0.9724, Test: 0.9638
Run: 01, Epoch: 68, Loss: 0.0001, lr: 0.000490, Train: 0.9970, Valid: 0.9720, Test: 0.9634
Run: 01, Epoch: 69, Loss: 0.0001, lr: 0.000490, Train: 0.9971, Valid: 0.9720, Test: 0.9631
Run: 01, Epoch: 70, Loss: 0.0001, lr: 0.000490, Train: 0.9972, Valid: 0.9722, Test: 0.9630
Run: 01, Epoch: 71, Loss: 0.0001, lr: 0.000490, Train: 0.9972, Valid: 0.9721, Test: 0.9630
Run: 01, Epoch: 72, Loss: 0.0001, lr: 0.000343, Train: 0.9973, Valid: 0.9718, Test: 0.9631
