Namespace(conv_layers=3, device=0, dropout=0.0, epochs=100, hidden_dim=256, log_steps=1, lr=0.001, method='gatv2', mlp_layers=2, runs=10, subset='physics')
Run: 01, Epoch: 01, Loss: 0.0206, lr: 0.001000, Train: 0.5637, Valid: 0.5957, Test: 0.4403
Run: 01, Epoch: 02, Loss: 0.0081, lr: 0.001000, Train: 0.6992, Valid: 0.8039, Test: 0.6256
Run: 01, Epoch: 03, Loss: 0.0090, lr: 0.001000, Train: 0.7512, Valid: 0.8677, Test: 0.6999
Run: 01, Epoch: 04, Loss: 0.0086, lr: 0.001000, Train: 0.7822, Valid: 0.8862, Test: 0.7339
Run: 01, Epoch: 05, Loss: 0.0067, lr: 0.001000, Train: 0.7958, Valid: 0.8828, Test: 0.7342
Run: 01, Epoch: 06, Loss: 0.0050, lr: 0.001000, Train: 0.7937, Valid: 0.8684, Test: 0.7039
Run: 01, Epoch: 07, Loss: 0.0037, lr: 0.001000, Train: 0.7721, Valid: 0.8476, Test: 0.6356
Run: 01, Epoch: 08, Loss: 0.0030, lr: 0.001000, Train: 0.7303, Valid: 0.8196, Test: 0.5337
Run: 01, Epoch: 09, Loss: 0.0031, lr: 0.001000, Train: 0.6891, Valid: 0.7959, Test: 0.4362
Run: 01, Epoch: 10, Loss: 0.0030, lr: 0.001000, Train: 0.6659, Valid: 0.7877, Test: 0.3763
Run: 01, Epoch: 11, Loss: 0.0026, lr: 0.000700, Train: 0.6673, Valid: 0.7956, Test: 0.3675
Run: 01, Epoch: 12, Loss: 0.0022, lr: 0.000700, Train: 0.6780, Valid: 0.8099, Test: 0.3808
Run: 01, Epoch: 13, Loss: 0.0019, lr: 0.000700, Train: 0.6953, Valid: 0.8266, Test: 0.4146
Run: 01, Epoch: 14, Loss: 0.0016, lr: 0.000700, Train: 0.7177, Valid: 0.8450, Test: 0.4651
Run: 01, Epoch: 15, Loss: 0.0014, lr: 0.000700, Train: 0.7410, Valid: 0.8612, Test: 0.5171
Run: 01, Epoch: 16, Loss: 0.0012, lr: 0.000700, Train: 0.7642, Valid: 0.8718, Test: 0.5623
Run: 01, Epoch: 17, Loss: 0.0012, lr: 0.000490, Train: 0.7883, Valid: 0.8784, Test: 0.6029
Run: 01, Epoch: 18, Loss: 0.0012, lr: 0.000490, Train: 0.8076, Valid: 0.8807, Test: 0.6340
Run: 01, Epoch: 19, Loss: 0.0011, lr: 0.000490, Train: 0.8208, Valid: 0.8798, Test: 0.6539
Run: 01, Epoch: 20, Loss: 0.0010, lr: 0.000490, Train: 0.8281, Valid: 0.8769, Test: 0.6638
Run: 01, Epoch: 21, Loss: 0.0010, lr: 0.000490, Train: 0.8301, Valid: 0.8724, Test: 0.6649
Run: 01, Epoch: 22, Loss: 0.0009, lr: 0.000490, Train: 0.8275, Valid: 0.8670, Test: 0.6579
Run: 01, Epoch: 23, Loss: 0.0008, lr: 0.000343, Train: 0.8324, Valid: 0.8667, Test: 0.6639
Run: 01, Epoch: 24, Loss: 0.0007, lr: 0.000343, Train: 0.8353, Valid: 0.8663, Test: 0.6667
Run: 01, Epoch: 25, Loss: 0.0007, lr: 0.000343, Train: 0.8368, Valid: 0.8660, Test: 0.6673
Run: 01, Epoch: 26, Loss: 0.0006, lr: 0.000343, Train: 0.8373, Valid: 0.8659, Test: 0.6665
Run: 01, Epoch: 27, Loss: 0.0006, lr: 0.000343, Train: 0.8371, Valid: 0.8659, Test: 0.6650
Run: 01, Epoch: 28, Loss: 0.0005, lr: 0.000343, Train: 0.8372, Valid: 0.8662, Test: 0.6643
Run: 01, Epoch: 29, Loss: 0.0005, lr: 0.000240, Train: 0.8457, Valid: 0.8700, Test: 0.6780
Run: 01, Epoch: 30, Loss: 0.0005, lr: 0.000240, Train: 0.8536, Valid: 0.8736, Test: 0.6908
Run: 01, Epoch: 31, Loss: 0.0005, lr: 0.000240, Train: 0.8611, Valid: 0.8768, Test: 0.7027
Run: 01, Epoch: 32, Loss: 0.0005, lr: 0.000240, Train: 0.8683, Valid: 0.8796, Test: 0.7137
Run: 01, Epoch: 33, Loss: 0.0004, lr: 0.000240, Train: 0.8753, Valid: 0.8822, Test: 0.7243
Run: 01, Epoch: 34, Loss: 0.0004, lr: 0.000240, Train: 0.8820, Valid: 0.8845, Test: 0.7346
Run: 01, Epoch: 35, Loss: 0.0004, lr: 0.000168, Train: 0.8925, Valid: 0.8890, Test: 0.7517
